node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
ACTIVITY_000058,Tham quan trưng bày gốm sứ,Activity,,Xem trưng bày gốm,tham_quan_trung_bay_gom_su,,,,approved
ACTIVITY_000059,Tìm hiểu văn hóa làng nghề Bát Tràng,Activity,,Tìm hiểu lịch sử nghề gốm,tim_hieu_van_hoa_lang_nghe_bat_trang,,,,approved
ACTIVITY_000060,Trải nghiệm nặn gốm,Activity,,Làm gốm trên bàn xoay,trai_nghiem_nan_gom,,,,approved
ACTIVITY_000061,Tô tượng gốm,Activity,,Vẽ tượng gốm,to_tuong_gom,,,,approved
ACTIVITY_000062,Trải nghiệm trà đạo,Activity,,Thưởng trà,trai_nghiem_tra_dao,,,,approved
ACTIVITY_000063,Khám phá trưng bày thực tế ảo và mô phỏng 3D,Activity,,Xem trưng bày 3D,kham_pha_trung_bay_thuc_te_ao_va_mo_phong_3d,,,,approved
ACTIVITY_000064,Mua đồ gốm làm quà lưu niệm,Activity,,Mua sản phẩm gốm,mua_do_gom_lam_qua_luu_niem,,,,approved
ADDRESS_000040,"Số 28 đường Làng cổ Bát Tràng, xã Bát Tràng, thành phố Hà Nội",Address,,Số 28 thôn 5 Bát Tràng|28 đường Làng cổ Bát Tràng,so_28_duong_lang_co_bat_trang_xa_bat_trang_thanh_pho_ha_noi,,,,approved
ARCH_000329,Khối kiến trúc chính Bảo tàng Gốm Bát Tràng,Architecture,,Khối kiến trúc bảo tàng chính|Khối bảo tàng trung tâm,khoi_kien_truc_chinh_bao_tang_gom_bat_trang,,,,approved
ARCH_000330,Các công trình phụ trợ Bảo tàng Gốm Bát Tràng,Architecture,,Các công trình phụ trợ|Khối công trình phụ trợ,cac_cong_trinh_phu_tro_bao_tang_gom_bat_trang,,,,approved
ARCH_000331,Bảy khối xoáy ốc Bảo tàng Gốm Bát Tràng,Architecture,,Bảy khối xoáy ốc|Bảy hình xoáy ốc|Bảy khối bàn xoay,bay_khoi_xoay_oc_bao_tang_gom_bat_trang,,,,approved
ARCH_000332,Tầng G Bảo tàng Gốm Bát Tràng,Architecture,,Tầng G|Khu trải nghiệm tầng G,tang_g_bao_tang_gom_bat_trang,,,,approved
ARCH_000333,Tầng 1 Bảo tàng Gốm Bát Tràng,Architecture,,Tầng 1|Không gian đón tiếp tầng 1,tang_1_bao_tang_gom_bat_trang,,,,approved
ARCH_000334,Tầng 2 Bảo tàng Gốm Bát Tràng,Architecture,,Tầng 2|Không gian gốm truyền thống tầng 2,tang_2_bao_tang_gom_bat_trang,,,,approved
ARCH_000335,Tầng 3 Bảo tàng Gốm Bát Tràng,Architecture,,Tầng 3|Không gian nghệ thuật đương đại tầng 3,tang_3_bao_tang_gom_bat_trang,,,,approved
ARCH_000336,Tầng 4 Bảo tàng Gốm Bát Tràng,Architecture,,Tầng 4|Hội trường Cung đình tầng 4,tang_4_bao_tang_gom_bat_trang,,,,approved
ARCH_000337,Tầng 5 Bảo tàng Gốm Bát Tràng,Architecture,,Tầng 5|Không gian trà đạo tầng 5,tang_5_bao_tang_gom_bat_trang,,,,approved
ARCH_000338,Không gian trưng bày thường xuyên của Bảo tàng Gốm Bát Tràng,Architecture,,,khong_gian_trung_bay_thuong_xuyen_cua_bao_tang_gom_bat_trang,,,,approved
ARCH_000339,Không gian trưng bày chuyên đề của Bảo tàng Gốm Bát Tràng,Architecture,,,khong_gian_trung_bay_chuyen_de_cua_bao_tang_gom_bat_trang,,,,approved
ARCH_000340,Không gian trưng bày thực tế ảo và mô phỏng 3D Bảo tàng Gốm Bát Tràng,Architecture,,Không gian trưng bày thực tế ảo và mô phỏng 3D|Trưng bày 3D|Không gian thực tế ảo,khong_gian_trung_bay_thuc_te_ao_va_mo_phong_3d_bao_tang_gom_bat_trang,,,,approved
CATEGORY_000017,Bảo tàng chuyên đề về gốm sứ,TourismCategory,,Bảo tàng gốm,bao_tang_chuyen_de_ve_gom_su,,,,approved
